fiscalDateEnding	reportedCurrency	operatingCashflow	paymentsForOperatingActivities	proceedsFromOperatingActivities	changeInOperatingLiabilities	changeInOperatingAssets	depreciationDepletionAndAmortization	capitalExpenditures	changeInReceivables	changeInInventory	profitLoss	cashflowFromInvestment	cashflowFromFinancing	proceedsFromRepaymentsOfShortTermDebt	paymentsForRepurchaseOfCommonStock	paymentsForRepurchaseOfEquity	paymentsForRepurchaseOfPreferredStock	dividendPayout	dividendPayoutCommonStock	dividendPayoutPreferredStock	proceedsFromIssuanceOfCommonStock	proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet	proceedsFromIssuanceOfPreferredStock	proceedsFromRepurchaseOfEquity	proceedsFromSaleOfTreasuryStock	changeInCashAndCashEquivalents	changeInExchangeRate	netIncome
2023-08-31	USD	2258000000	4296000000	None	895000000	-171000000	2257000000	2117000000	-72000000	-287000000	-3528000000	-3094000000	-887000000	-1000000	150000000	150000000	None	1659000000	1659000000	None	None	6276000000	None	-105000000	None	None	None	-3080000000
2022-08-31	USD	3899000000	4205000000	None	192000000	-303000000	1990000000	1734000000	-808000000	433000000	4065000000	-1064000000	-1499000000	-11000000	187000000	187000000	None	1659000000	1659000000	None	None	11958000000	None	-160000000	None	1336000000	None	4337000000
2021-08-31	USD	5555000000	4714000000	None	1760000000	1332000000	1973000000	1379000000	1451000000	-165000000	2512000000	4072000000	-9036000000	-909000000	110000000	110000000	None	1617000000	1617000000	None	None	12726000000	None	-51000000	None	591000000	None	2542000000
2020-08-31	USD	5484000000	4547000000	None	746000000	-195000000	1927000000	1374000000	-163000000	-63000000	424000000	-1297000000	-4647000000	-161000000	1589000000	1589000000	None	1747000000	1747000000	None	None	20367000000	None	-1534000000	None	-460000000	None	456000000
2019-08-31	USD	5594000000	1810000000	None	20000000	760000000	2038000000	1702000000	789000000	-141000000	3962000000	-2307000000	-3047000000	536000000	4160000000	4160000000	None	1643000000	1643000000	None	None	12433000000	None	-3986000000	None	240000000	None	3982000000
2018-08-31	USD	8263000000	1543000000	None	2023000000	82000000	1770000000	1367000000	391000000	-331000000	5031000000	-5501000000	-5295000000	586000000	5228000000	5228000000	None	1739000000	1739000000	None	None	5900000000	None	-5054000000	None	-2516000000	15000000	5024000000
2017-08-31	USD	7255000000	2181000000	None	1673000000	55000000	1654000000	1351000000	153000000	-98000000	4101000000	-843000000	-12934000000	33000000	5220000000	5220000000	None	1723000000	1723000000	None	None	None	None	-5003000000	None	-6506000000	20000000	4078000000
2016-08-31	USD	7847000000	1905000000	None	2145000000	463000000	1718000000	1325000000	-115000000	644000000	4191000000	-3517000000	2606000000	29000000	1152000000	1152000000	None	1563000000	1563000000	None	None	0	None	-917000000	None	6807000000	-129000000	4173000000
2015-08-31	USD	14414000000	2021000000	None	92000000	-403000000	1742000000	1251000000	338000000	-719000000	4279000000	-4276000000	-915000000	-226000000	1226000000	1226000000	None	1384000000	1384000000	None	None	12285000000	None	-723000000	None	354000000	-119000000	4220000000
